ID,Question Text,Question Answer,Reference Document,Paragraph(s) Number,Keywords
Q708,Why is it important to identify and provide care to patients with AEFIs?,"Importance: AEFI surveillance serves as a quality assurance mechanism for national immunization programs, ensuring vaccine safety. Providing care is essential for patient well-being.",TG Booklet 6,133,"AEFI Patient Care: Importance, Surveillance, Vaccine Safety"
Q511,"In the example presented in Annex 4J, what factors in the case of the 40-year-old female nurse (case 3) contribute to the confirmation of her illness and its subsequent impact on the outbreak?","Laboratory confirmation of the female nurse's illness, coupled with her close contacts, adds credibility to the outbreak investigation and highlights the potential severity of the respiratory illness.",TG Booklet 3,478,"Female Nurse's Case, Laboratory Confirmation, Impact On Outbreak, Close Contacts, Severity Assessment"
Q689,Compare the estimated carrier numbers for hepatitis B and hepatitis C worldwide.,Hepatitis B: 257 million carriers; Hepatitis C: 71 million carriers.,TG Booklet 6,125,Hepatitis B: 257 Million Carriers; Hepatitis C: 71 Million Carriers.
Q377,What is the purpose of conducting descriptive analysis of outbreak data?,Descriptive analysis helps generate hypotheses about the causes of observed patterns and factors increasing the risk for the outbreak.,TG Booklet 3,355,"Descriptive Analysis, Outbreak Data, Generate Hypotheses, Causes, Risk Factors"
Q691,"Where does the highest concentration of hepatitis C virus occur, and what are the major causes of HCV infection worldwide?",Highest concentration: In blood. Major causes: Use of unscreened blood transfusions and re-use of inadequately sterilized needles.,TG Booklet 6,125,Highest Concentration: In Blood. Major Causes: Use Of Unscreened Blood Transfusions And Re-use Of Inadequately Sterilized Needles.
Q352,Where should the search for additional cases in health facility records be conducted?,The search for additional cases in health facility records should be conducted in facilities where cases have been reported. It includes searching for suspected cases and deaths in registers and requesting health workers to search in neighboring health facilities.,TG Booklet 3,304,"Additional Cases, Health Facility Records, Reported Cases, Registers, Neighboring Facilities"
Q369,Compare the role of the line list register and the contact listing form (Annex 4F) during an outbreak investigation.,"The line list register tracks basic information for identified cases, while the contact listing form is used to monitor contacts daily for signs and symptoms of the disease, ensuring early detection of potential spread and enabling targeted interventions.",TG Booklet 3,"311, 319, 320","Line List Register Vs. Contact Listing Form, Tracking Cases, Monitoring Contacts, Signs, Symptoms, Daily Checks"
Q782,What is the difference in the laboratory confirmation processes for Bacterial Meningitis and Buruli Ulcer?,"Bacterial Meningitis is confirmed by microscopic examination, culture, and RT-PCR of cerebrospinal fluid, while Buruli Ulcer confirmation involves Ziehl-Neelsen staining, culture, PCR, histology, and detection of mycolactone in lesions.",TG Booklet 6,"142, 147",Laboratory Confirmation: Bacterial Meningitis Vs. BU
Q658,How should specimens be handled and transported for suspected VHF patients?,"With extreme caution, wearing protective clothing and using full PPE; refrigerate or freeze specimens accordingly.",TG Booklet 6,123,"With Extreme Caution, Wearing Protective Clothing And Using Full PPE; Refrigerate Or Freeze Specimens Accordingly."
Q821,"What is the annual mortality linked to diabetes worldwide, and why is it important to adopt resolutions and strategies to fight diabetes?","The annual mortality linked to diabetes worldwide is estimated at more than one million. Adopting resolutions and strategies is important to create an environment that enhances the fight against diabetes, raising awareness and implementing effective measures.",TG Booklet 6,165,Diabetes Annual Mortality Worldwide
Q177,Give examples of charts that should be created from data from case-based forms and line lists.,"Charts such as line graphs, bar graphs (histograms), and spot maps should be created to visualize data from case-based forms and line lists.",TG Booklet 2,"782, 792, 794","Charts From Case-based Forms And Line Lists, Line Graphs, Bar Graphs (histograms), Spot Maps"
Q80,Why is it important for every level of reporting of summaries / aggregate numbers to use a standard approach?,It is important for every level of reporting to use a standard approach to recording and reporting because data that are not comparable can lead to inappropriate decisions.,TG Booklet 2,600,"Importance Of Standard Approach, Recording, Reporting, Data Comparability, Inappropriate Decisions"
Q976,How should data on MERS cases be analyzed?,"Data analysis includes creating graphs of suspected/probable/confirmed cases by date (epidemic curve), mapping cases by geographical area, and presenting a table of cases by date, age, and sex.",TG Booklet 6,228,"MERS Data Analysis, Suspected/probable/confirmed Cases, Date, Geographical Area Mapping, Case Table, Age, Sex"
Q1151,How does the implementation of IDSR differ in humanitarian emergencies compared to non-emergency settings?,"In humanitarian emergencies, IDSR implementation focuses on rapid assessment, tailored gap analysis, prioritized response, and enhanced coordination due to the dynamic and challenging environment. In non-emergency settings, IDSR follows a more routine, structured approach focusing on consistent surveillance and response mechanisms.",TG Booklet 5,114-126,"IDSR Implementation, Humanitarian Emergencies, Non-emergency Settings, Rapid Assessment, Gap Analysis, Prioritized Response, Enhanced Coordination, Routine Approach, Consistent Surveillance"
Q546,Does the TG contain case definitions for Noma?,"Yes, Page 135 of TG Booklet 6 Section 11",TG Booklet 6,49,"TG, Noma, Case Definitions, Page 135, Booklet 6, Section 11"
Q358,Contrast the use of standard precaution in healthcare facilities and the community during an infectious disease outbreak.,"Standard precaution should be used with all patients in healthcare facilities and in the community, especially during an infectious disease outbreak. It involves general infection prevention and control measures to prevent the transmission of infections.",TG Booklet 3,300,"Standard Precaution, Healthcare Facilities, Community, Infection Prevention, Control Measures, Transmission Prevention"
Q272,"Why was there a need to revise the IDSR technical guidelines, leading to the second edition in 2010?","The revision of the IDSR technical guidelines was necessitated by the coming into force of the International Health Regulations (IHR 2005) in 2007, the emergence of new diseases, conditions, and events, the formulation of strategies for disaster risk management (DRM), and the increasing burden of non-communicable diseases. The second edition was developed in 2010, and Malawi adopted it in 2014.",TG Booklet 3,146,"IDSR, Technical Guidelines, Revision, International Health Regulations, IHR 2005, New Diseases, Disaster Risk Management, Non-communicable Diseases"
Q458,How does the laboratory supplies checklist contribute to effective outbreak investigation?,"The checklist ensures that necessary supplies are available for collecting, handling, and transporting specimens safely. It promotes adherence to standard safety precautions. Having the right equipment and materials enhances the efficiency of laboratory processes, supports accurate testing, and contributes to the overall success of the outbreak investigation by providing reliable diagnostic results.",TG Booklet 3,414,"Laboratory Supplies Checklist, Effective Outbreak Investigation, Specimen Collection, Handling, Transportation, Safety Precautions"
Q442,Provide a checklist of laboratory supplies for use in an outbreak investigation.,"The checklist includes supplies for standard safety precautions, collecting and handling specimens, and packaging/transporting samples. Examples include soap, bleach, PPEs, triple package, safety boxes, biosafety cabinet, needles, syringes, vacutainers, test tubes, antiseptic, transport tubes, blood films, swabs, viral transport medium, CSF collection supplies, stool containers, Gram stain kits, and reagents. Specific items depend on the type of specimens and tests required.",TG Booklet 3,414,"Laboratory Supplies Checklist, Outbreak Investigation, Safety Precautions, Specimen Collection, Handling, Packaging, Transport, PPE, Triple Package, Reagents"
Q703,What is the importance of analyzing and interpreting data in AEFI surveillance?,"To determine the cause of the event, and to be cautious about mass psychological illness if multiple school-aged or older individuals are involved simultaneously.",TG Booklet 6,133,"AEFI Surveillance: Data Analysis, Interpretation, Psychological Illness"
Q307,What factors does Section 4.1.4 suggest considering when deciding where the investigation will take place?,"Section 4.1.4 suggests considering information about the suspected outbreak, including mode of transmission and risk factors, to define geographical boundaries and the target population for the investigation. It recommends starting the investigation in the most affected place and involving the community and local health facility staff.",TG Booklet 3,256-257,"Geographical Boundaries, Target Population, Investigation, Mode Of Transmission, Risk Factors, Community Involvement, Health Staff"
Q563,Is there a Bacterial Meningitis case investigation form and Decisional tree available in the TG?,"Yes, Page 239 of TG Booklet 6 Section 11",TG Booklet 6,77,"TG, Bacterial Meningitis Case Investigation Form, Decisional Tree, Page 239, Booklet 6, Section 11"
Q415,"Where can National Level authorities find a guide for scientifically and ethically sound conduct of biomedical research during outbreak situations, and why is it essential to adhere to such principles?",National Level authorities can liaise with the Ethical Committees Body within the country. Adherence to principles is essential for conducting biomedical research in a scientifically and ethically sound manner.,TG Booklet 3,380,"Biomedical Research, National Level Authorities, Ethical Committees Body, Scientifically And Ethically Sound Conduct, Outbreak Situations"
Q422,"Where can National Level authorities find guidance for scientifically and ethically sound conduct of biomedical research during outbreak situations, and why is it important to adhere to such principles?",National Level authorities can liaise with the Ethical Committees Body within the country for guidance. Adherence to principles is crucial to conduct biomedical research in a manner that is both scientifically rigorous and ethically sound during an outbreak.,TG Booklet 3,380,"National Level Authorities, Guidance, Biomedical Research, Ethical Committees Body, Scientific Rigor, Ethical Conduct"
Q69,Why is the analysis of patient records at all levels important in disease surveillance?,"Patient record analysis is crucial for generating weekly, monthly, or quarterly reports at all levels. This information is essential for producing national reports and is shared with health authorities and disease prevention and control programs for coordination and system strengthening.",TG Booklet 2,575,"Analysis Of Patient Records, Disease Surveillance, Weekly, Monthly, Quarterly Reports, National Reports"
Q709,"Where can terms for vaccine pharmacovigilance be found, and what organization provided the report?","Where: In the ""Definition and application of terms for vaccine pharmacovigilance"" report. Organization: CIOMS/WHO Working Group on Vaccine Pharmacovigilance.",TG Booklet 6,133,"Vaccine Pharmacovigilance Terms: Report Location, Responsible Organization"
Q155,What is the importance of collecting data using a line list during an outbreak?,"During an outbreak, collecting data using a line list is crucial. It helps in systematically recording and managing information about cases, aiding in the effective response to the outbreak.",TG Booklet 2,778,"Line List, Data Collection, Outbreak, Systematic Recording, Effective Response"
Q1003,How is HIV infection diagnosed in adults and children?,"In adults and children 18 months or older, HIV infection is diagnosed based on positive HIV antibody testing confirmed by a second test, or positive virological test for HIV components. In children younger than 18 months, positive virological tests are used.",TG Booklet 6,239,"HIV Diagnosis, Adults, Children, HIV Antibody Testing, Virological Test, HIV Components"
Q1142,How does the effectiveness of early warning systems in humanitarian emergencies compare to their effectiveness in non-emergency settings?,"In humanitarian emergencies, the effectiveness of early warning systems is critical to minimizing negative health consequences and is measured by the timeliness and quality of response to acute public health risks. In non-emergency settings, effectiveness is gauged by consistent monitoring and control of diseases, with less emphasis on rapid response.",TG Booklet 5,"97, 101","Effectiveness, Early Warning Systems, Humanitarian Emergencies, Non-emergency Settings, Health Consequences, Acute Public Health Risks, Consistent Monitoring, Rapid Response"
Q91,Where can one find a list of key signs and symptoms to use in case definitions for community surveillance?,TG Booklet 2 Annex 1B provides a list of key signs and symptoms to use in case definitions for community surveillance.,TG Booklet 2,640,"Key Signs And Symptoms, Case Definitions, Community Surveillance, TG Booklet 2 Annex 1B"
Q723,"How does Anthrax transmission to humans occur, and what are the potential sources of infection?","Anthrax transmission to humans occurs through direct or indirect contact with infected domestic livestock or wild game animals. Sources of infection include handling infected carcasses, processing animal products, and consuming meat from sick animals.",TG Booklet 6,135,"Anthrax Human Transmission, Sources: Transmission Modes, Infection Sources"
Q509,"How can close proximity to an initial case, as seen with the 30-year-old male nurse in the CCU, contribute to the transmission dynamics of a respiratory illness outbreak?","Close proximity increases the risk of exposure, allowing for the transmission of the respiratory illness from the initial case to healthcare workers like the male nurse.",TG Booklet 3,477,"Close Proximity, Transmission Dynamics, Respiratory Illness, Exposure Risk, Healthcare Workers, Initial Case"
Q173,What types of graphs are commonly used for time-based analysis?,Graphs can be lines (trend lines) or bars (bar graphs or histograms) to illustrate the number of cases over time.,TG Booklet 2,786,"Graphs For Time-based Analysis, Line Graphs, Bar Graphs (histograms)"
Q639,"What does PPE stand for, and is it defined in the TG?",Personal Protective Equipment,TG Booklet 6,106,Personal Protective Equipment
Q729,"Where can one find recommended specimens for Anthrax diagnosis, and why are advance arrangements usually required for diagnostic services?","The CDC provides recommendations for specimens for Anthrax diagnosis. Advance arrangements are usually required for diagnostic services due to the lack of routine availability, and individuals should contact the appropriate national authority or WHO for arrangements.",TG Booklet 6,140-141,"Anthrax Diagnosis Specimens: CDC Recommendations, Arrangements"
Q1211,Who should assist in the evaluation of the surveillance and response systems of IDSR?,Residents from countries with a Field Epidemiology Training Program (FETP) or equivalent applied epidemiology program should assist in the evaluation of the surveillance and response systems of IDSR.,TG Booklet 4,210,"Evaluation Assistance, Surveillance And Response Systems, IDSR, Field Epidemiology Training Program, Applied Epidemiology Program"
Q8,Who can become part of the VHC?,"Any community member acceptable by the community can be VHC. They can come from the health profession, can be teachers or any respectable non-health person that comes into regular contact with community members.",TG Booklet 1,467,"VHC Members, Community Members, Health Profession, Teachers, Respectable Non-health Persons."
Q627,"Is MOH an abbreviation mentioned in the TG, and what does it stand for?",Ministry of Health,TG Booklet 6,106,Ministry Of Health
Q1063,"Who are the primary targets for vaccination against poliovirus, and what is the target for surveillance performance to provide certification of polio eradication?","Poliovirus vaccination primarily targets children under 15 years of age. The target for surveillance performance is 1 case of acute flaccid paralysis per year per 100,000 population aged less than 15 years.",TG Booklet 6,259,"Poliovirus Vaccination Targets, Surveillance Performance, Polio Eradication"
Q1202,Why is it important to have a functioning rumour verification system for case and outbreak detection?,"A functioning rumour verification system is vital for case and outbreak detection as it helps to identify and respond to potential public health threats promptly, thereby preventing widespread outbreaks.",TG Booklet 4,155,"Rumour Verification System, Importance, Case Detection, Outbreak Detection, Public Health Threats, Response, Prevention, Widespread Outbreaks"
Q656,How are laboratory-confirmed cases diagnosed for acute haemorrhagic fever syndrome?,Positive test for virus antigen by RT-PCR or detection of IgM antibodies for specific viruses.,TG Booklet 6,123,Positive Test For Virus Antigen By RT-PCR Or Detection Of Igm Antibodies For Specific Viruses.
Q591,"What does CHV stand for, and is it defined in the TG?",Community Health Volunteer,TG Booklet 6,106,"CHV, Community Health Volunteer, TG Definition"
Q841,"Why is it necessary to analyze and interpret cholera data by graphing weekly cases and deaths and constructing an epidemic curve during outbreaks, and who should be mobilized early during a cholera epidemic?","Analyzing and interpreting cholera data helps monitor trends, guide interventions, and assess the impact of control measures. Early mobilization during a cholera epidemic should involve the community, enabling rapid case detection and treatment.",TG Booklet 6,"160, 157",Cholera Data Analysis During Outbreaks
Q60,Which conditions and diseases require monthly or quaterly reporting?,There are 24 conditions and diseases that require monthly or quarterly reporting: 1. Acute/Chronic Viral Hepatitis 2. Diabetes mellitus (New cases) (quarterly) 3. Diarrhoea with severe dehydration in children under 5 years of age 4. Epilepsy (quarterly) 5. HIV/AIDS (New Cases) 6. Hypertension (New cases) (quarterly) 7. Injuries (Road Traffic Accidents) 8. Leprosy (quarterly) 9. Lymphatic Filariasis 10. Malaria 11. Malnutrition in children under 5 years 12. Onchocerciasis 13. Severe pneumonia in children under 5 years of age 14. Sexually transmitted diseases (STIs) 15. Trachoma 16. Trypanosomiasis 17. Tuberculosis (quarterly) 18. Underweight Newborns (less than 2500 g) 19. Foodborne illness 20. Mental health (quarterly) 21. Perinatal death 22. Neonatal death 23. Schistosomiasis 24. Soil Transmitted helminths (quarterly),TG Booklet 2,571,"Diseases And Conditions, Monthly, Quarterly Reporting (expanded List), Acute/chronic Viral Hepatitis, Diabetes Mellitus, Diarrhoea With Severe Dehydration, Epilepsy, HIV/AIDS, Hypertension, Injuries, Leprosy, Lymphatic Filariasis, Malaria, Malnutrition In Children Under 5 Years, Onchocerciasis, Severe Pneumonia In Children Under 5 Years, Sexually Transmitted Diseases (stis), Trachoma, Trypanosomiasis, Tuberculosis, Underweight Newborns, Foodborne Illness, Mental Health, Perinatal Death, Neonatal Death, Schistosomiasis, Soil Transmitted Helminths"
Q139,What information is recorded in the Stillbirths and Neonatal Deaths Monthly Summary Reporting Form?,"The Stillbirths and Neonatal Deaths Monthly Summary Reporting Form records information for the month, country, district, reporting site or facility, total births, stillbirths, neonatal deaths, antepartum and intrapartum stillbirths, early and late neonatal deaths, and birth weight categories. It also covers factors such as multiple pregnancies, mode of delivery, gestational age, HIV status, and syphilis serology.",TG Booklet 2,706,"Stillbirths, Neonatal Deaths, Summary Reporting Form, Information, Month, District, Reporting Site, Total Births, Birth Weight Categories, Multiple Pregnancies, Mode Of Delivery, Gestational Age"
Q665,Compare the standard case definitions for suspected and confirmed cases.,Suspected: Acute onset of fever with specified symptoms; Confirmed: Epidemiologic link or laboratory confirmation.,TG Booklet 6,119,Suspected: Acute Onset Of Fever With Specified Symptoms; Confirmed: Epidemiologic Link Or Laboratory Confirmation.
Q649,"Is WHO an abbreviation mentioned in the TG, and what does it stand for?",World Health Organization,TG Booklet 6,106,World Health Organization
Q835,"What are the key differences between the laboratory confirmation methods for Shigella dysenteriae type 1 (SD1) and cholera, and why is it important to analyze monthly trends for Diarrhoea with blood (Shigella) and cholera cases?","SD1 confirmation involves isolating the bacterium in culture, while cholera confirmation requires detecting Vibrio cholerae O1 or O139 by culture or PCR. Analyzing monthly trends is essential for monitoring the spread and intensity of outbreaks, guiding interventions, and understanding the epidemiological patterns of these diseases.",TG Booklet 6,"170, 157",Laboratory Confirmation For SD1 Vs. Cholera
Q934,What is the focus of Sustainable Development Goals (SDG) reporting in 2030 regarding maternal deaths?,"SDG reporting in 2030 demands active surveillance and counting of maternal deaths. The report is based on actual numbers, with the goal of no country having a maternal mortality ratio (MMR) >70 deaths/100,000 live births.",TG Booklet 6,224,"SDG Reporting 2030, Maternal Deaths, Active Surveillance, Counting, Maternal Mortality Ratio"
Q560,Is there a Cholera case-based investigation form available in the TG?,"Yes, Page 228 of TG Booklet 6 Section 11",TG Booklet 6,74,"TG, Cholera Case-based Investigation Form, Page 228, Booklet 6, Section 11"
Q179,What questions can be answered by analyzing the results of outbreak data?,A good analysis of the data coming from case based forms or line list should be able to answer questions such as: When were patients exposed to the illness? What is the length of the incubation period? What is the type of the source of the outbreak? What is the duration between detection and confirmation of the outbreak? What is the transmission pattern of the illness? What is the likely time of exposure to the causative agent?,TG Booklet 2,803,"Questions Addressed By Outbreak Data Analysis, Exposure Timing, Incubation Period, Source Type, Detection-to-confirmation Duration, Transmission Pattern"
Q110,Which data should be linked at national and district levels to ensure comprehensive reporting of public health data?,Test results should be linked with IDSR data at national and district levels to ensure comprehensive and accurate reporting of public health data.,TG Booklet 2,647,"Data Linkage, National Level, District Level, Test Results, IDSR Data"
Q154,Why is the review of data crucial after being entered into aggregate forms?,"Reviewing data is essential to ensure accuracy and identify mistakes. Since surveillance data informs disease control and prevention actions, mistakes can have significant ethical, social, and economic consequences.",TG Booklet 2,777,"Data Review, Data Accuracy, Mistakes, Surveillance Data, Ethical, Social, Economic Consequences"
Q1120,Which key principles should be considered in implementing IDSR in complex humanitarian emergencies?,"Key principles include enhancing IDSR core functions to ensure early detection, assessment, and response to acute public health events within the existing national IDSR system.",TG Booklet 5,85,"IDSR Implementation, Complex Humanitarian Emergencies, Early Detection, Assessment, Response, Acute Public Health Events, National IDSR System"
Q1079,Why is case-based surveillance important?,"Case-based surveillance is important for the rapid identification and follow-up of identifiable cases, especially for diseases targeted for elimination or eradication.",TG Booklet 1,82,"Case-based Surveillance, Rapid Identification, Case Follow-up, Disease Elimination, Disease Eradication"
Q1191,Who should ensure that sources of data are available for measuring indicators?,"Each level should ensure that the level it supervises has the required sources of data available for measuring indicators, including the national level having data available from the district and national level for monitoring activities.",TG Booklet 4,147-148,"Data Availability, Measuring Indicators, Supervision, National Level, District Level, Monitoring Activities"
Q246,What statements should be made based on surveillance data analysis results?,"Statements describing the conclusions drawn from surveillance data analysis results should be made. These statements are then used to take actions such as conducting investigations to understand increases/decreases in case numbers, collaborating with disease reduction programs to intensify surveillance when an alert threshold is crossed, and advocating for more resources if a lack of resources is identified as a cause for increased cases.",TG Booklet 2,921-924,"Surveillance Data, Analysis, Conclusions, Statements, Investigations, Case Number Changes, Disease Reduction Programs, Surveillance Intensification, Resources Advocacy"
Q770,"When reporting suspected cases, what details should be provided immediately to the next health system level?","Details such as case-based information, risk factors, and immediate management specifics should be provided immediately when reporting suspected Chikungunya cases to the next health system level.",TG Booklet 6,155,Chikungunya Suspected Cases: Reporting Details
Q23,How can illiterate VHCs be helped to report information?,"Iliterate VHCs can be helped through mechanism such as identifying someone from their family members to assist them with the actual writting, or develop other suitable mechanisms for capturing information.",TG Booklet 1,457,"Illiterate Vhcs, Mechanisms, Family Members, Suitable Mechanisms, Capturing Information."
Q470,"What should regular risk assessment cover, and how does it contribute to outbreak management?","Regular risk assessments, conducted at each stage of an outbreak, should cover evaluating the susceptibility of the population, potential spread in affected and neighboring areas, and the risk of further transmission, morbidity, and mortality. These assessments contribute to focusing interventions, understanding outbreak dynamics, and informing response strategies. Factors considered in risk assessment include population characteristics, healthcare access, and potential for seasonal outbreaks or events that increase opportunities for spread.",TG Booklet 3,396,"Regular Risk Assessment, Outbreak Management, Population Susceptibility, Spread, Transmission Risk, Interventions, Morbidity, Mortality"
Q885,What are the key references for influenza caused by a new subtype and ILI?,"The key references include the WHO Global Epidemiological Surveillance Standards for Influenza, 2014, the AFR generic protocol for influenza sentinel surveillance 2015, the WHO protocol to investigate non-seasonal influenza and other emerging acute respiratory diseases, 2018, the WHO Fact Sheet on Seasonal Influenza, 2018, the WHO Manual for the laboratory diagnosis and virological surveillance of influenza, 2011, and additional documents providing guidance on infection prevention and control, as well as clinical management of influenza infections.",TG Booklet 6,"193, 194, 195","References, New Subtype Influenza, ILI, WHO Global Epidemiological Surveillance Standards, AFR Generic Protocol, Investigation Protocol, Fact Sheet, Laboratory Diagnosis Manual, Infection Prevention/control, Clinical Management Guidance"
Q122,What is the purpose of the Community-Based Surveillance Suspected Diseases and Public Health Events Monthly Log Sheet?,"The form serves as a line listing of all diseases, events, or alerts identified during the month in the community.",TG Booklet 2,681,"Maternal Death Reporting Form, Information, Maternal Deaths, Risk Factors, Diagnosis"
Q749,"When should antibiotic treatment be initiated for suspected bacterial meningitis cases during an outbreak, and why is prompt initiation crucial?",Antibiotic treatment for suspected bacterial meningitis cases should be initiated immediately after investigation and laboratory confirmation. Prompt initiation is crucial to improve patient outcomes and reduce the spread of the disease.,TG Booklet 6,144,"Bacterial Meningitis Treatment Initiation: Timing, Outbreak Response"
Q1059,"How many cases or deaths would trigger an alert threshold for typhoid fever, and what actions should be taken at this stage?","An increase to two times the number usually seen triggers an alert threshold. Actions include assessing health worker performance, evaluating the DOTS program, and conducting drug susceptibility tests.",TG Booklet 6,290,"Alert Threshold, Typhoid Fever, Actions, Health Worker Performance, DOTS Program, Drug Susceptibility"
Q1189,Where can sources of data for measuring indicators be found at various levels?,"Sources of data can be found at community, health facility, district, national levels and include monitoring charts for tracking indicators, outpatient and inpatient registers, health facility reporting forms, and others as listed in Table 8.1.",TG Booklet 4,149-150,"Sources Of Data, Community, Health Facility, District, National Levels, Monitoring Charts, Registers, Reporting Forms"
Q784,"Which serogroups are associated with recent epidemics of Bacterial Meningitis, and what are the trends in serogroup shifts?","Recent epidemics of Bacterial Meningitis have been associated with serogroups C, W, X, and mixed epidemics. The text mentions major epidemics due to Nm serogroup C in Nigeria and Niger, mixed epidemics of Nm serogroup W and Streptococcus pneumoniae in Ghana, and epidemics due to Nm serogroup W in Togo.",TG Booklet 6,142,Epidemics Serogroups: Bacterial Meningitis
Q288,When does the trigger for action occur for some communicable diseases?,"For some communicable diseases, the trigger for action occurs when a single suspected case is reported or when cases reach a defined threshold, as mentioned in Section 4.0.",TG Booklet 3,190,"Communicable Diseases, Trigger For Action, Single Suspected Case, Threshold, Section 4.0"
Q779,What is the extent of the cumulative number of Bacterial Meningitis cases in the WHO African Region?,The cumulative number of Bacterial Meningitis cases in the WHO African Region is not specified in the provided text.,TG Booklet 6,142,Bacterial Meningitis: WHO African Region Cases
Q316,What is the composition of the Public Health Emergency Rapid Response Team (PHERRT)?,"The PHERRT includes an IDSR Coordinator as Team Leader, a clinician/nurse, IPC Coordinator, community health nurse, surveillance officer, epidemiologist, data manager, laboratory personnel, environmental health officer, veterinary/livestock/wildlife officer, health promotion officer, mental health coordinator, health services administrator, pharmacist, and others based on specific characteristics of the outbreak.",TG Booklet 3,232,"PHERRT Composition, IDSR Coordinator, Clinicians, IPC, Surveillance, Epidemiologist, Data Manager, Laboratory, Environmental Health, Veterinary, Health Promotion, Mental Health, Administration, Pharmacy"
Q362,Why is it important to include geo-mapping coordinates in the line list register for identified cases during an outbreak investigation?,"Including geo-mapping coordinates is crucial for spatial analysis, helping to understand the geographic distribution of cases, identify clusters, and implement targeted interventions.",TG Booklet 3,311,"Geo-mapping Coordinates, Line List Register, Spatial Analysis, Geographic Distribution, Clusters, Targeted Interventions"
Q608,"Does the TG include HIV/AIDS as an abbreviation, and what does it stand for?",Human Immunodeficiency Virus and Acquired Immune Deficiency Syndrome,TG Booklet 6,106,Human Immunodeficiency Virus And Acquired Immune Deficiency Syndrome
Q798,How does the case fatality rate of Cholera compare between untreated severe dehydration cases and those receiving correct treatment?,"The case fatality rate (CFR) for untreated severe dehydration in Cholera may exceed 50%, while if correct treatment is received, the CFR is usually less than 1%.",TG Booklet 6,157,CFR: Untreated Vs. Treated Cholera
Q1123,What are the effects of acute and protracted crises on population health and health systems?,"Acute and protracted crises have major immediate and long-term effects on population health and health systems, causing disruptions in the overall functionality of the health system and potentially underperforming or disrupted routine IDSR systems.",TG Booklet 5,87,"Acute Crises, Protracted Crises, Population Health, Health Systems, System Disruptions, IDSR Underperformance"
Q167,How is time-based data analysis carried out?,"Time-based analysis involves detecting abrupt or long-term changes in disease occurrence, understanding seasonality, and assessing the period from exposure to symptom onset.",TG Booklet 2,"782, 783, 784","Time-based Data Analysis, Detecting Changes, Seasonality, Exposure To Symptom Onset"
Q2,What constitutes an alert in the context of disease surveillance?,An indirect early warning signs of a potential public health event occurring in a community under surveillance.,TG Booklet 1,67,"Alert, Early Warning Signs, Potential Public Health Event, Community Surveillance."
Q232,How can quality of data be ensured during data collection?,"Ensuring the quality of data during data collection involves implementing measures to address completeness, consistency, arithmetic accuracy, and the prevention of obvious fluctuations.",TG Booklet 2,896-900,"Data Quality, Collection, Completeness, Consistency, Arithmetic Accuracy, Fluctuations Prevention"
Q405,Why is the frequent updating of a transmission tree considered essential during an outbreak investigation?,"The frequent updating of a transmission tree is crucial because it helps in identifying new clusters, establishing epidemiological links, and regulating infection transmission in a given geographical area.",TG Booklet 3,373,"Transmission Tree Updating, Outbreak Investigation, Identifying Clusters, Epidemiological Links, Infection Transmission"
Q1220,Which intervals should be monitored for detection of immediately reportable diseases?,"Intervals that should be monitored include the interval between the onset of the first known case and when the case was seen in the health facility, reporting from the community to the health facility and district, from the health facility to the district, and from the time the threshold is reached to a concrete response.",TG Booklet 4,219-220,"Monitoring Intervals, Immediately Reportable Diseases, Case Onset, Health Facility, Community Reporting, District Reporting, Threshold, Concrete Response"
Q755,"How many cases trigger the alert threshold for Buruli ulcer (BU), and what actions are taken in response to a suspected case?","If a single case is suspected, it triggers the alert threshold. Actions include reporting to the appropriate health system level, specimen collection for laboratory confirmation, wound dressing, and initiating antibiotic treatment.",TG Booklet 6,150,BU Alert Threshold: Case Trigger And Response Actions
Q474,What is the objective of the example analytical study provided?,"The objective of the example analytical study is to determine potential exposures to cholera in the Central African Republic. The study employs a case-control design and analyzes the association between consuming cold cassava leaves and the odds of having cholera. The unadjusted matched analysis indicates a statistically significant association, with persons who ate cold cassava leaves having greater odds of having cholera. The study aims to test hypotheses and identify potential risk factors for cholera.",TG Booklet 3,471,"Analytical Study, Hypotheses Testing, Cholera, Potential Exposures, Case-control Design, Odds Ratio, Risk Factors Identification"
Q545,Does the TG contain case definitions for New HIV/AIDS Cases?,"Yes, Page 131 of TG Booklet 6 Section 11",TG Booklet 6,48,"TG, New HIV/AIDS Cases, Case Definitions, Page 131, Booklet 6, Section 11"
Q870,What actions are recommended at the action threshold for a confirmed outbreak of a foodborne illness?,"If an outbreak of a foodborne illness is confirmed, recommended actions include searching for additional cases in the locality of confirmed cases, strengthening case management and treatment, mobilizing the community for rapid case detection and treatment, identifying high-risk groups, removing implicated food items from restaurants or supermarkets, calling for an in-depth investigation of associated food chains, and implementing measures to reduce sporadic and outbreak-related cases.",TG Booklet 6,186,"Action Threshold Actions, Foodborne Illness Outbreak, Additional Case Search, Case Management, Community Mobilization, High-risk Groups Identification, Implicated Food Removal, In-depth Investigation, Sporadic/outbreak-related Case Reduction"
